id,_BATCHID,_NUMERICID,_VALUE,_TIMESTAMP,_QUALITY,
949,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressAft,0,1.439826012,2020/10/12 13:00,192,
950,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressBef,0,5.110300064,2020/10/12 13:00,192,
951,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamVolFl,0,143.3678436,2020/10/12 13:00,192,
952,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_ValPos_Y32,0,2.980000019,2020/10/12 13:00,192,
953,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.SP_SteamMaFl,0,460,2020/10/12 13:00,192,
954,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_PV,0,4001.600098,2020/10/12 13:00,192,
955,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_SP,0,4000,2020/10/12 13:00,192,
956,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_TOT,0,301.2589417,2020/10/12 13:00,192,
957,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.MOIST_PV,0,18.44001389,2020/10/12 13:00,192,
958,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.CV_SteamMaFl,0,37.12543488,2020/10/12 13:00,192,
959,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamMaFl,0,459.7946472,2020/10/12 13:00,192,
960,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressAft,0,1.439826012,2020/10/12 13:00,192,
961,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressBef,0,5.110300064,2020/10/12 13:00,192,
962,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamVolFl,0,143.3678436,2020/10/12 13:00,192,
963,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_ValPos_Y32,0,2.980000019,2020/10/12 13:00,192,
964,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_PV,0,4001.600098,2020/10/12 13:00,192,
965,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_TOT,0,301.2589417,2020/10/12 13:00,192,
966,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.MOIST_PV,0,18.44001389,2020/10/12 13:00,192,
928,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.CV_SteamMaFl,0,37.13043976,2020/10/12 12:59,192,
929,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamMaFl,0,459.4601135,2020/10/12 12:59,192,
930,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressAft,0,1.439266205,2020/10/12 12:59,192,
931,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressBef,0,5.112462521,2020/10/12 12:59,192,
932,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamVolFl,0,143.1552429,2020/10/12 12:59,192,
933,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_ValPos_Y32,0,3.089999914,2020/10/12 12:59,192,
934,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.SP_SteamMaFl,0,460,2020/10/12 12:59,192,
935,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_PV,0,4000.5,2020/10/12 12:59,192,
936,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_SP,0,4000,2020/10/12 12:59,192,
937,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_TOT,0,234.324585,2020/10/12 12:59,192,
938,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.MOIST_PV,0,18.46001244,2020/10/12 12:59,192,
939,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.CV_SteamMaFl,0,37.13043976,2020/10/12 12:59,192,
940,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamMaFl,0,459.4601135,2020/10/12 12:59,192,
941,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressAft,0,1.439266205,2020/10/12 12:59,192,
942,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressBef,0,5.112462521,2020/10/12 12:59,192,
943,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamVolFl,0,143.1552429,2020/10/12 12:59,192,
944,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_ValPos_Y32,0,3.089999914,2020/10/12 12:59,192,
945,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_TOT,0,234.324585,2020/10/12 12:59,192,
946,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.MOIST_PV,0,18.46001244,2020/10/12 12:59,192,
908,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.CV_SteamMaFl,0,37.09157562,2020/10/12 12:58,192,
909,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamMaFl,0,459.7737427,2020/10/12 12:58,192,
910,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressAft,0,1.43856883,2020/10/12 12:58,192,
911,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressBef,0,5.113772869,2020/10/12 12:58,192,
912,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamVolFl,0,143.261734,2020/10/12 12:58,192,
913,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_ValPos_Y32,0,2.970000029,2020/10/12 12:58,192,
914,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.SP_SteamMaFl,0,460,2020/10/12 12:58,192,
915,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_PV,0,4000.5,2020/10/12 12:58,192,
916,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_SP,0,4000,2020/10/12 12:58,192,
917,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_TOT,0,167.7546082,2020/10/12 12:58,192,
918,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.MOIST_PV,0,18.52001381,2020/10/12 12:58,192,
919,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.CV_SteamMaFl,0,37.09157562,2020/10/12 12:58,192,
920,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamMaFl,0,459.7737427,2020/10/12 12:58,192,
921,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressAft,0,1.43856883,2020/10/12 12:58,192,
922,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressBef,0,5.113772869,2020/10/12 12:58,192,
923,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamVolFl,0,143.261734,2020/10/12 12:58,192,
924,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_ValPos_Y32,0,2.970000029,2020/10/12 12:58,192,
925,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_PV,0,4000.5,2020/10/12 12:58,192,
926,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_TOT,0,167.7546082,2020/10/12 12:58,192,
927,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.MOIST_PV,0,18.52001381,2020/10/12 12:58,192,
888,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.CV_SteamMaFl,0,37.06465149,2020/10/12 12:57,192,
889,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamMaFl,0,459.3570557,2020/10/12 12:57,192,
890,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressAft,0,1.436027765,2020/10/12 12:57,192,
891,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressBef,0,5.104930401,2020/10/12 12:57,192,
892,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamVolFl,0,143.3338623,2020/10/12 12:57,192,
893,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_ValPos_Y32,0,3.099999905,2020/10/12 12:57,192,
894,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.SP_SteamMaFl,0,460,2020/10/12 12:57,192,
895,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_PV,0,4001,2020/10/12 12:57,192,
896,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_SP,0,4000,2020/10/12 12:57,192,
897,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_TOT,0,101.1717911,2020/10/12 12:57,192,
898,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.MOIST_PV,0,18.44001389,2020/10/12 12:57,192,
899,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.CV_SteamMaFl,0,37.06465149,2020/10/12 12:57,192,
900,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamMaFl,0,459.3570557,2020/10/12 12:57,192,
901,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressAft,0,1.436027765,2020/10/12 12:57,192,
902,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressBef,0,5.104930401,2020/10/12 12:57,192,
903,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamVolFl,0,143.3338623,2020/10/12 12:57,192,
904,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_ValPos_Y32,0,3.099999905,2020/10/12 12:57,192,
905,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_PV,0,4001,2020/10/12 12:57,192,
906,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_TOT,0,101.1717911,2020/10/12 12:57,192,
907,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.MOIST_PV,0,18.44001389,2020/10/12 12:57,192,
867,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.CV_SteamMaFl,0,37.09676361,2020/10/12 12:56,192,
868,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamMaFl,0,456.3076477,2020/10/12 12:56,192,
869,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressAft,0,1.419546723,2020/10/12 12:56,192,
870,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressBef,0,5.105085373,2020/10/12 12:56,192,
871,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamVolFl,0,142.3816223,2020/10/12 12:56,192,
872,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_ValPos_Y32,0,3.109999895,2020/10/12 12:56,192,
873,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.SP_SteamMaFl,0,460,2020/10/12 12:56,192,
874,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_PV,0,3998.199951,2020/10/12 12:56,192,
875,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_SP,0,4000,2020/10/12 12:56,192,
876,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_TOT,0,34.47931671,2020/10/12 12:56,192,
877,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.MOIST_PV,0,16.93000412,2020/10/12 12:56,192,
878,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.CV_SteamMaFl,0,37.09676361,2020/10/12 12:56,192,
879,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamMaFl,0,456.3076477,2020/10/12 12:56,192,
880,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressAft,0,1.419546723,2020/10/12 12:56,192,
881,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressBef,0,5.105085373,2020/10/12 12:56,192,
882,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamVolFl,0,142.3816223,2020/10/12 12:56,192,
883,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_ValPos_Y32,0,3.109999895,2020/10/12 12:56,192,
885,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_PV,0,3998.199951,2020/10/12 12:56,192,
886,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_TOT,0,34.47931671,2020/10/12 12:56,192,
887,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.MOIST_PV,0,16.93000412,2020/10/12 12:56,192,
884,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.SP_SteamMaFl,0,460,2020/10/12 12:56,192,
849,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.CV_SteamMaFl,0,36.78816605,2020/10/12 12:55,192,
850,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamMaFl,0,450.0416565,2020/10/12 12:55,192,
851,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressAft,0,1.386396527,2020/10/12 12:55,192,
852,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressBef,0,5.11695385,2020/10/12 12:55,192,
853,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamVolFl,0,140.1932068,2020/10/12 12:55,192,
854,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_ValPos_Y32,0,3.279999971,2020/10/12 12:55,192,
855,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.SP_SteamMaFl,0,450,2020/10/12 12:55,192,
856,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_PV,0,0,2020/10/12 12:55,192,
857,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_SP,0,4000,2020/10/12 12:55,192,
858,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_TOT,0,0,2020/10/12 12:55,192,
859,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.MOIST_PV,0,-0.61000061,2020/10/12 12:55,192,
862,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressAft,0,1.386396527,2020/10/12 12:55,192,
863,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressBef,0,5.11695385,2020/10/12 12:55,192,
864,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamVolFl,0,140.1932068,2020/10/12 12:55,192,
865,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_ValPos_Y32,0,3.279999971,2020/10/12 12:55,192,
866,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.MOIST_PV,0,-0.61000061,2020/10/12 12:55,192,
860,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.CV_SteamMaFl,0,36.78816605,2020/10/12 12:55,192,
861,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamMaFl,0,450.0416565,2020/10/12 12:55,192,
832,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.CV_SteamMaFl,0,36.82313919,2020/10/12 12:54,192,
833,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamMaFl,0,449.3869934,2020/10/12 12:54,192,
834,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressAft,0,1.386916518,2020/10/12 12:54,192,
835,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamPressBef,0,5.121109962,2020/10/12 12:54,192,
836,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_SteamVolFl,0,139.8911133,2020/10/12 12:54,192,
837,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.PV_ValPos_Y32,0,3.140000105,2020/10/12 12:54,192,
838,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.SX1_HMI.Misc.Value.SP_SteamMaFl,0,450,2020/10/12 12:54,192,
839,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_PV,0,0,2020/10/12 12:54,192,
840,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_SP,0,4000,2020/10/12 12:54,192,
841,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.FLOW_TOT,0,0,2020/10/12 12:54,192,
842,DietDAServer.Tags.KLD.PLC.ProgramBlock.HMI.Component.Upstream_HMI.Misc.Value.MOIST_PV,0,-0.720001161,2020/10/12 12:54,192,
